pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
0.0003623303701652652	2	17661873	17662350	12	ensorlt00000031362		protein_coding	-14861
0.00036321416361912156	20	10020595	10020799	2	ensorlt00000045888	adarb2-201	protein_coding	-49618
0.00036424768506119435	19	17712710	17713171	17	ensorlt00000023348	myo15b-201	protein_coding	-29
0.00036424768506119435	2	16415936	16416181	21	ensorlt00000004433	hs6st3a-201	protein_coding	7322
0.00036458672922343535	10	29018831	29019288	5	ensorlt00000014307	g3bp1-201	protein_coding	-27371
0.0003653573160229682	7	23983847	23984562	4	ensorlt00000034774	syt6a-201	protein_coding	3551
0.00036546204056642	16	32038216	32038887	13	ensorlt00000043395	cmtm7-201	protein_coding	-158
0.000365594922765904	8	13745718	13746116	5	ensorlt00000043366		protein_coding	31235
0.0003680753974306899	24	12825983	12826597	1	ensorlt00000045147		protein_coding	14932
0.000368870778533744	18	14089144	14089637	16	ensorlt00000042955		protein_coding	-4710
0.000368870778533744	12	24474343	24474581	12	ensorlt00000015796	ralgps1-201	protein_coding	-11997
0.000372118352781132	4	7883170	7883827	13	ensorlt00000006332	atp8b3-201	protein_coding	12390
0.0003740862044739536	8	10550296	10550692	14	ensorlt00000032114	npb-201	protein_coding	0
0.0003743119306320989	2	3254279	3254678	0				
0.00037508600533293793	1	7941136	7941712	8	ensorlt00000003048		protein_coding	-15252
0.000375105050401648	21	24303349	24303652	11	ensorlt00000022359	klhl6-201	protein_coding	0
0.0003781541474998525	7	29094889	29095223	7	ensorlt00000029599	mrgbp-201	protein_coding	-964
0.0003782247533734864	8	26049142	26049586	6	ensorlt00000036222	fbxl16-201	protein_coding	1660
0.0003788253122612413	14	15126717	15127169	16	ensorlt00000009319	zmp:0000001168-201	protein_coding	7059
0.00037917254689851394	1	10166584	10166954	16	ensorlt00000030898	nfix-201	protein_coding	12193
0.00038178032230965777	24	2742203	2742457	2	ensorlt00000012574	klhl29-206	protein_coding	-26799
0.000382544044246737	1	3694381	3694754	13	ensorlt00000001433		protein_coding	-35717
0.00038568272610468683	18	4179500	4179898	2	ensorlt00000033622	trpc5a-201	protein_coding	5391
0.0003898863366400551	11	4750832	4751167	23	ensorlt00000029916		protein_coding	2734
0.0003899343619946558	24	2167207	2167507	13	ensorlt00000012006	lamp5-201	protein_coding	26851
0.00039088601914780526	15	7339958	7340254	16	ensorlt00000001968	rel-201	protein_coding	-3266
0.0003918343506178893	2	16690205	16690642	6	ensorlt00000004610	timmdc1-201	protein_coding	1854
0.0003918343506178893	5	19766552	19766843	6	ensorlt00000012734	fezf2-201	protein_coding	-60115
0.0003928229671946024	18	29148653	29148969	14	ensorlt00000033603		protein_coding	4584
0.0003932333744647148	3	3449918	3450118	6	ensorlt00000043867	si:ch211-288d18.1-201	protein_coding	4544
0.0003932333744647148	18	11910367	11910828	5	ensorlt00000044654		protein_coding	8534
0.000394909744964217	13	844875	845290	17	ensorlt00000000444	gpr171-202	protein_coding	-13257
0.000394909744964217	20	8161516	8162195	3	ensorlt00000029795	armc4-202	protein_coding	-27435
0.0003949820427739868	21	2610296	2610952	16	ensorlt00000010759	si:rp71-68n21.9-201	protein_coding	-8267
0.0003957729651459653	21	4001703	4002295	18	ensorlt00000011527		protein_coding	2785
0.00039857336213261843	4	5039547	5039816	1	ensorlt00000002844	barhl2-201	protein_coding	20017
0.00040004037232632857	10	15162045	15162296	25	ensorlt00000029841		protein_coding	-567
0.0004012660156410527	5	25549788	25550073	9	ensorlt00000017006	cdh4-203	protein_coding	29816
0.0004020340796876685	6	5207329	5207708	10	ensorlt00000022992	carmil2-201	protein_coding	17991
0.0004052503962503282	1	28694133	28694422	14	ensorlt00000014889	khsrp-201	protein_coding	949
0.00040555105903287145	21	11414837	11415113	19	ensorlt00000016366	cryl1-202	protein_coding	-11936
0.000406701643834442	22	20007907	20008109	15	ensorlt00000022230	odc1-201	protein_coding	1530
0.0004073833410337437	9	10752287	10752548	19	ensorlt00000030330		protein_coding	0
0.0004108520843753209	18	4691765	4692132	8	ensorlt00000004137		protein_coding	13211
0.0004108520843753209	18	20484282	20484552	2	ensorlt00000010603	htr2cl1-202	protein_coding	6994
0.00041321957763084646	10	28489996	28490283	2	ensorlt00000014104	htr4-201	protein_coding	-10859
0.0004155292365496005	3	14723622	14724013	21	ensorlt00000005362	wdsub1-201	protein_coding	-8081
0.0004162943451672576	5	4916626	4916863	25	ensorlt00000002866	bsnb-203	protein_coding	-9585
0.0004163089741650272	4	29318771	29319151	20	ensorlt00000031596	dmbx1-202	protein_coding	-7250
0.000417156925652257	18	6149437	6149791	8	ensorlt00000004480	pop7-201	protein_coding	35452
0.0004201397498059955	20	11621075	11621282	0				
0.0004207005349352202	17	4154214	4154578	8	ensorlt00000004156	zzz3-201	protein_coding	56995
0.0004207005349352202	14	17844518	17844859	0				
0.0004215563207840824	19	19370290	19370553	14	ensorlt00000038936	armc7-201	protein_coding	4088
0.0004225128791021717	18	8844598	8845164	3	ensorlt00000046301		protein_coding	49968
0.00042378389542689285	16	1806312	1806905	3	ensorlt00000037927	tshz1-201	protein_coding	-7039
0.0004263068373844403	7	21337129	21337522	21	ensorlt00000045460		protein_coding	2095
0.00042817695115128713	16	817527	817893	0				
0.0004284207474044628	3	3063015	3063596	2	ensorlt00000000083	large2-203	protein_coding	45802
0.0004334582346469225	24	1426750	1427456	12	ensorlt00000011453	errb2-201	protein_coding	21722
0.0004335524260838596	20	7915564	7915802	7	ensorlt00000005643	bambia-201	protein_coding	-30448
0.0004337635671758369	20	23582207	23582694	22	ensorlt00000016622	tnfsf10-201	protein_coding	1149
0.00043517564091756153	19	23444117	23444585	16	ensorlt00000018430	nme2a-208	protein_coding	5410
0.0004359608550189877	2	15865661	15866035	5	ensorlt00000040029		protein_coding	29967
0.0004366690845811149	15	26592549	26592971	11	ensorlt00000028505	nolc1-201	protein_coding	17706
0.00043680474513875696	22	25112789	25113081	13	ensorlt00000022694	ccdc88c-201	protein_coding	-3371
0.00043680474513875696	21	536215	536505	4	ensorlt00000037653		protein_coding	15479
0.000437750807802497	13	15472695	15472938	11	ensorlt00000009340		protein_coding	-8466
0.0004380648341422371	23	4224888	4225391	7	ensorlt00000046890	ano4-202	protein_coding	27721
0.0004398834358221911	10	27492218	27492466	10	ensorlt00000041623	nkx1.2lb-201	protein_coding	-49046
0.0004402224003424874	13	16277581	16277948	2	ensorlt00000009541	cbl-201	protein_coding	82043
0.00044403661074484963	17	16633668	16634076	15	ensorlt00000013564	hsd17b7-201	protein_coding	-4594
0.0004442836058529457	9	5886591	5886975	23	ensorlt00000002543		protein_coding	8656
0.0004445550932138124	1	12526562	12526854	27	ensorlt00000036647		protein_coding	-2504
0.0004451984202985878	22	20793268	20793613	6	ensorlt00000022354	adi1-201	protein_coding	-385
0.0004453214007111008	7	17096443	17096715	18	ensorlt00000013759	plxnd1-201	protein_coding	4030
0.0004467936204406246	22	13482794	13483124	16	ensorlt00000030665	prox2-202	protein_coding	20065
0.00044688410839446955	19	7468850	7469316	30	ensorlt00000007260	tgfb1i1-202	protein_coding	-3674
0.00044702501481068635	21	26574967	26575360	6	ensorlt00000046046		protein_coding	9933
0.00044841514919680196	9	18020698	18021070	8	ensorlt00000028281	ttc28-201	protein_coding	-10380
0.00044987173178470994	17	14811189	14811390	17	ensorlt00000011455		protein_coding	-10606
0.00045129247044131687	2	10708368	10708727	7	ensorlt00000001656	inhbb-201	protein_coding	73914
0.00045129247044131687	24	14871985	14872442	18	ensorlt00000046707	errg2-204	protein_coding	-13832
0.00045211578623881174	3	18120990	18121690	9	ensorlt00000007510	lgr4-202	protein_coding	-27899
0.0004539608294348599	12	3874564	3875090	16	ensorlt00000003147		protein_coding	1627
0.00045730944800504727	5	30943974	30944660	25	ensorlt00000021079	cidec-201	protein_coding	-143
0.0004611220846581009	13	5004853	5005185	25	ensorlt00000002680	bckdha-201	protein_coding	1309
0.00046416537055609384	20	7816006	7816631	2	ensorlt00000005643	bambia-201	protein_coding	68485
0.0004645038830988776	24	5102253	5102662	12	ensorlt00000014350	cnr1-201	protein_coding	-25531
0.00046623913787241473	20	19422179	19422390	12	ensorlt00000036217		protein_coding	11841
0.0004670309758714488	13	13926288	13926492	24	ensorlt00000008154	lxn-201	protein_coding	1076
0.0004694947754056082	7	10678205	10678701	28	ensorlt00000007583	gnai3-202	protein_coding	-292
0.00046999841680278885	16	2875668	2875957	1	ensorlt00000025657		protein_coding	20802
0.0004724330170560168	18	13141946	13142214	20	ensorlt00000007409	nagk-201	protein_coding	4999
0.00047402255290866297	7	16961898	16962114	24	ensorlt00000038636		protein_coding	-1115
0.00047471192703522783	1	26427371	26427765	2	ensorlt00000032032		protein_coding	-17419
0.0004784230223112983	7	23618861	23619422	9	ensorlt00000033349		protein_coding	-26051
0.0004814415585310539	24	2321574	2321932	5	ensorlt00000034537		protein_coding	54439
0.00048262226401123615	1	31855272	31855612	2	ensorlt00000040213		protein_coding	25369
0.0004894724368632125	18	6198138	6198690	11	ensorlt00000045706	epoa-201	protein_coding	2221
0.0004917254993691274	1	35434549	35434847	16	ensorlt00000018196	ptger1a-201	protein_coding	1831
0.0004943930655649415	6	31413839	31414122	13	ensorlt00000045050		protein_coding	31703
0.0004958806752437425	14	16274822	16275079	18	ensorlt00000011247	dscaml1-201	protein_coding	26576
0.0004959832015845035	2	22795783	22796336	15	ensorlt00000027414		protein_coding	20800
0.0005004231404551513	10	24609249	24610044	23	ensorlt00000010997	polr1a-201	protein_coding	-2321
0.0005039951350160111	16	9356144	9356684	8	ensorlt00000036560		protein_coding	12430
0.0005101810539898143	9	17528627	17529038	12	ensorlt00000014836		protein_coding	-2240
0.0005116418939226828	5	28794734	28794948	6	ensorlt00000042078	adora1-202	protein_coding	-4406
0.0005116418939226828	22	5736984	5737725	9	ensorlt00000014855	msl2a-201	protein_coding	2080
0.0005128859566604833	6	25275965	25276487	8	ensorlt00000017019	siah1-201	protein_coding	25245
0.0005140238364707847	8	22524454	22524894	9	ensorlt00000026173	ola-mir-137-201	mirna	998
0.0005140844161795784	6	21261392	21261796	14	ensorlt00000045977	magi2b-201	protein_coding	26735
0.0005175275201787762	4	172330	172646	18	ensorlt00000000749	srd5a3-201	protein_coding	-5362
0.0005218963576202824	11	16655995	16656598	6	ensorlt00000008857		protein_coding	17688
0.0005244874957401116	6	15823354	15823840	23	ensorlt00000041285		protein_coding	2235
0.0005266037176340286	21	28041257	28041681	4	ensorlt00000022795		protein_coding	17737
0.0005271609726504925	16	14665559	14665896	27	ensorlt00000040241		protein_coding	-3661
0.0005307110462485107	4	438527	438867	6	ensorlt00000000707	kita-202	protein_coding	12957
0.0005327644654839218	2	24281535	24281910	20	ensorlt00000008307		protein_coding	3216
0.0005330002125488748	16	29290943	29291585	7	ensorlt00000032677	nr2f5-201	protein_coding	2762
0.000533277860189684	2	15047064	15047369	10	ensorlt00000003055		protein_coding	-25119
0.000533277860189684	7	16125218	16125681	4	ensorlt00000046047		protein_coding	46496
0.0005334926965498124	9	18955617	18955988	19	ensorlt00000016481	dtx1-202	protein_coding	12244
0.0005357717748787721	4	7740075	7740580	18	ensorlt00000006066	mbd3b-201	protein_coding	7089
0.0005366473478262913	10	26208891	26209280	9	ensorlt00000037723	purab-201	protein_coding	-6339
0.0005379725284985158	19	16446427	16446859	7	ensorlt00000029673		protein_coding	6847
0.0005464424921962159	5	13515617	13515916	6	ensorlt00000008341	slc12a5a-204	protein_coding	25191
0.0005476379098592392	6	17269571	17269776	5	ensorlt00000009582	roraa-204	protein_coding	44099
0.0005488102443062929	5	582458	582847	22	ensorlt00000037615	patz1-201	protein_coding	15208
0.0005507445589884129	1	29346509	29346803	16	ensorlt00000015926	lbx1b-201	protein_coding	-6646
0.0005526626586252	5	30625024	30625434	10	ensorlt00000020898		protein_coding	9081
0.0005554275947771505	9	3129742	3130431	11	ensorlt00000001159	zgc:110063-201	protein_coding	7113
0.0005554475022205301	9	30107169	30107508	13	ensorlt00000028960	isl1-201	protein_coding	-12487
0.0005559938295920229	10	12305987	12306344	17	ensorlt00000003205	rom1b-201	protein_coding	-4648
0.0005594682788940244	13	20882894	20883268	5	ensorlt00000013209	aasdhppt-201	protein_coding	2609
0.0005602003562106675	20	22440098	22440454	19	ensorlt00000027953		protein_coding	-90
0.000563782257859512	16	25786271	25786582	6	ensorlt00000019257		protein_coding	-27040
0.0005637900933903202	20	14667294	14667601	8	ensorlt00000008962	ptgdsb.1-201	protein_coding	32772
0.0005646148947321718	2	23335483	23336324	19	ensorlt00000007888	gart-201	protein_coding	-12976
0.0005646148947321718	19	3967018	3967703	19	ensorlt00000035371	slc38a10-201	protein_coding	-7811
0.0005650644085960691	7	800528	800911	28	ensorlt00000026157	ola-mir-200b-201	mirna	-4249
0.0005656951542011388	23	20242334	20242634	11	ensorlt00000027915	itfg2-201	protein_coding	529
0.0005678886676119638	15	8685648	8685942	10	ensorlt00000039660		protein_coding	3130
0.0005687194812623468	12	42232	42579	14	ensorlt00000027997	si:ch211-202f5.2-202	protein_coding	1157
0.0005688604366008223	14	15048738	15049083	15	ensorlt00000037092	dpf2-201	protein_coding	13526
0.0005699785304876648	8	24442314	24442649	10	ensorlt00000033953	nfe2l1a-202	protein_coding	0
0.0005712822852477486	2	12297773	12298130	6	ensorlt00000000735		protein_coding	-35892
0.0005712822852477486	4	10463018	10463327	3	ensorlt00000008476	kdm4b-202	protein_coding	-46976
0.0005713577056544662	7	1357998	1358681	3	ensorlt00000044281	agrn-203	protein_coding	-36862
0.0005738219227039729	1	29499753	29500077	14	ensorlt00000016188	cnnm2b-203	protein_coding	-14475
0.0005846315076501954	16	4760599	4760868	17	ensorlt00000002745	faxcb-201	protein_coding	-15386
0.0005891566993975313	13	20068462	20068671	7	ensorlt00000030028		protein_coding	3541
0.0005891948311105112	17	30901612	30902053	10	ensorlt00000033541		protein_coding	65479
0.0005898356717547093	18	28768220	28768476	13	ensorlt00000014335		protein_coding	5546
0.0005898356717547093	1	1407374	1407856	12	ensorlt00000000047	hoga1-201	protein_coding	-16742
0.0005898356717547093	13	5322474	5322757	8	ensorlt00000003049	bcl9l-201	protein_coding	19657
0.0005927540091555081	7	9780958	9781397	4	ensorlt00000035027	tardbpl-202	protein_coding	43873
0.0005927540091555081	23	20573043	20573518	14	ensorlt00000041442	eri1-201	protein_coding	-13739
0.0005948597831315064	22	16634776	16635092	4	ensorlt00000021806	ralgapa2-201	protein_coding	-12104
0.0005948597831315064	19	12305135	12305336	21	ensorlt00000040907		protein_coding	9763
0.0005956426975214789	13	7370997	7371313	10	ensorlt00000034399	foxo1-201	protein_coding	7844
0.0005960907964257586	20	25327254	25328137	2	ensorlt00000017455	ggh-201	protein_coding	-4717
0.0005979927928239317	2	18679313	18679647	9	ensorlt00000005710	gabrb3-203	protein_coding	-16863
0.0005979927928239317	16	30200250	30200911	3	ensorlt00000020642	satb1b-203	protein_coding	-68961
0.0006018331294603312	11	27607265	27607561	1	ensorlt00000017935		protein_coding	58009
0.0006036034456530434	1	2917743	2917943	19	ensorlt00000045996		protein_coding	-12985
0.000606686093686513	16	2104977	2105390	5	ensorlt00000026925		protein_coding	-238
0.0006095887838177903	14	29404419	29404854	9	ensorlt00000045620	gemin5-202	protein_coding	449
0.0006112557927256526	11	14197010	14197425	8	ensorlt00000007030	trim71-202	protein_coding	-449
0.0006112557927256526	2	11997234	11997673	2	ensorlt00000037672		protein_coding	-41252
0.0006115333180764206	12	21278985	21279266	1	ensorlt00000023265		protein_coding	40438
0.0006115333180764206	8	22791098	22791372	15	ensorlt00000039356	nfixb-202	protein_coding	12332
0.0006141047135659057	15	576067	576416	5	ensorlt00000013993		protein_coding	-22976
0.0006154625267070979	1	35479615	35479897	18	ensorlt00000044068		protein_coding	0
0.000620425412935712	17	30967636	30968244	16	ensorlt00000033541		protein_coding	-104
0.0006227469466874723	4	11465759	11466028	3	ensorlt00000031554	nr5a2-202	protein_coding	-38183
0.0006233066676073572	10	29178326	29178881	4	ensorlt00000025213	glra1-201	protein_coding	-52308
0.0006238620706759628	5	31463433	31464337	3	ensorlt00000030143	lrrc38b-201	protein_coding	36453
0.0006247110185415318	3	1179189	1179423	11	ensorlt00000024489	pacsin3-202	protein_coding	2139
0.0006321117791372457	6	8658251	8658544	10	ensorlt00000029925	mpi-202	protein_coding	-3920
0.0006327829959536899	8	21987074	21987529	18	ensorlt00000033212		protein_coding	-6135
0.0006327940008342004	16	17612348	17612664	14	ensorlt00000029228		protein_coding	2691
0.0006327940008342004	3	25641456	25641711	21	ensorlt00000041108		protein_coding	6308
0.0006336118221660028	11	19837295	19837968	20	ensorlt00000011924	eva1bb-201	protein_coding	-1258
0.0006353927560983866	20	25691652	25692010	9	ensorlt00000017616	phex-201	protein_coding	589
0.0006360311891614298	15	29816539	29816987	30	ensorlt00000037347	mypn-202	protein_coding	-6775
0.0006371278185813244	8	5385285	5385575	14	ensorlt00000045224	cacnb1-202	protein_coding	7092
0.0006371278185813244	5	2247687	2247947	17	ensorlt00000000284	nuak2-202	protein_coding	0
0.0006374193786116101	13	23030323	23030714	24	ensorlt00000015042		protein_coding	2209
0.0006416856794068959	1	28397686	28398170	15	ensorlt00000040194	knop1-201	protein_coding	1625
0.0006510300236271847	17	6414594	6414851	16	ensorlt00000046257		protein_coding	618
0.0006513378316823032	5	9132783	9133155	8	ensorlt00000005499	akr7a3-201	protein_coding	-3427
0.0006640230441153723	11	22977346	22977781	30	ensorlt00000015682	ankib1a-202	protein_coding	6637
0.000668386390407989	16	30615949	30616396	6	ensorlt00000028249		protein_coding	-8576
0.000668386390407989	19	14861484	14861685	2	ensorlt00000043481	sdk2b-201	protein_coding	-6932
0.000668386390407989	14	23791884	23792678	16	ensorlt00000028547		protein_coding	233
0.000670738010526924	3	26542751	26543177	8	ensorlt00000015477	isl2-201	protein_coding	-11933
0.000670738010526924	1	36516410	36516720	8	ensorlt00000018990	add3a-203	protein_coding	3091
0.0006715115864143143	2	13135546	13135797	7	ensorlt00000002429		protein_coding	-59202
0.0006733233210500919	20	17739143	17739384	23	ensorlt00000011549	qtrt2-201	protein_coding	-2134
0.000674819438134489	19	4193417	4193617	17	ensorlt00000005140	dlx4b-201	protein_coding	-2193
0.0006754380937261272	4	29151913	29152135	15	ensorlt00000044762	abhd17ab-201	protein_coding	2124
0.0006773651979989008	16	147047	147425	6	ensorlt00000034250	phactr4b-204	protein_coding	38670
0.0006825788519345046	21	23926084	23926444	21	ensorlt00000045086	tlr7-201	protein_coding	-14200
0.0006825788519345046	15	28446642	28446859	9	ensorlt00000038049	disc1-203	protein_coding	-32286
0.0006885879547971312	18	10540158	10540768	8	ensorlt00000032535	kcnip4-206	protein_coding	-6134
0.0006921062273619687	22	3746910	3747980	1	ensorlt00000013582		pseudogene	-51762
0.0007024833800315687	10	14923628	14923919	31	ensorlt00000029899		protein_coding	-722
0.000703103054087005	19	5404062	5404437	16	ensorlt00000044663	nhlrc2-202	protein_coding	-8307
0.0007031244819510041	21	26271925	26272250	7	ensorlt00000022664	hdac4-205	protein_coding	-23828
0.0007037736906268581	3	32428641	32428958	16	ensorlt00000040742		protein_coding	14209
0.0007086389305925022	16	14445726	14446103	18	ensorlt00000035718		protein_coding	-2091
0.0007145819952980041	5	2266965	2267267	19	ensorlt00000000290	ccnd3-201	protein_coding	-3085
0.000716270303743431	15	2752652	2753016	2	ensorlt00000036810		protein_coding	55124
0.0007170062667195327	11	25141962	25142418	12	ensorlt00000017039	kcng2-201	protein_coding	1741
0.0007208278494941033	11	2020594	2021022	19	ensorlt00000000819		protein_coding	23993
0.0007253238337814138	9	24454631	24454928	8	ensorlt00000036690	tet3-203	protein_coding	-15158
0.0007259416110627205	23	11222171	11222952	23	ensorlt00000038081	ipo8-203	protein_coding	-8775
0.0007267062604485666	4	26596723	26596983	18	ensorlt00000018485	ipo13-202	protein_coding	-372
0.0007314946783867306	23	10992262	10992661	9	ensorlt00000045887		protein_coding	-13609
0.0007315767963236063	7	10340482	10340830	3	ensorlt00000007034	rerea-201	protein_coding	70294
0.0007344492136050656	16	16347632	16347836	30	ensorlt00000009873	mpp6a-203	protein_coding	6004
0.0007347692649447781	3	25303083	25303448	3	ensorlt00000014444	esrrga-201	protein_coding	4246
0.0007411283965714185	2	10315592	10316054	18	ensorlt00000027826		protein_coding	4561
0.0007415733304046363	21	17233366	17233570	11	ensorlt00000019518		protein_coding	-4226
0.0007423871601537355	4	3835121	3835678	12	ensorlt00000026110	ola-mir-199a-1-201	mirna	1554
0.0007441526149863424	23	7205550	7205929	1	ensorlt00000014455	pim3-201	protein_coding	51874
0.0007441985070821527	6	8658727	8659018	10	ensorlt00000029925	mpi-202	protein_coding	-4396
0.0007459142399455231	19	3998038	3998303	22	ensorlt00000027533		protein_coding	-1461
0.0007466356871095183	14	28168682	28168997	5	ensorlt00000019119	dtx2-201	protein_coding	56360
0.0007494017556208196	14	2693070	2693556	3	ensorlt00000000768	gdpd5a-202	protein_coding	28091
0.0007517314242403728	14	24082087	24082441	20	ensorlt00000033729		protein_coding	8312
0.0007520762620034608	21	5691523	5691749	11	ensorlt00000042576	plekhm3-201	protein_coding	35
0.0007570583936689852	3	5960808	5961252	4	ensorlt00000028539		protein_coding	-28490
0.000758822909231252	21	6859628	6860104	12	ensorlt00000013388	rpl8-201	protein_coding	-899
0.0007655064739710267	15	29296537	29297953	8	ensorlt00000041670		protein_coding	-18124
0.0007669348054343239	17	11208329	11208587	6	ensorlt00000039104		protein_coding	-40180
0.0007673083768666187	7	4997953	4998293	13	ensorlt00000002799	myt1b-207	protein_coding	-1335
0.0007678752653894357	21	24573548	24574119	20	ensorlt00000031930	vangl1-202	protein_coding	-1160
0.0007678752653894357	2	23860178	23860843	10	ensorlt00000007980	arl13b-201	protein_coding	6672
0.0007679492243963722	19	1405427	1405938	12	ensorlt00000028862		protein_coding	-34208
0.0007689055277616107	11	3207154	3207397	9	ensorlt00000036995		protein_coding	-100
0.0007694468754936919	10	20390301	20390720	16	ensorlt00000009159		protein_coding	6541
0.0007699449349466982	17	7765804	7766202	3	ensorlt00000035149		protein_coding	30004
0.0007725779419775636	17	29863102	29863567	12	ensorlt00000022415	mrc1b-201	protein_coding	508
0.0007750558289744983	10	11773621	11774041	25	ensorlt00000002704	si:zfos-80g12.1-202	protein_coding	5370
0.0007765800404013277	13	19830476	19831003	13	ensorlt00000030569		protein_coding	688
0.0007774858279553928	13	3596225	3596442	7	ensorlt00000001744		protein_coding	205
0.0007801925650065261	3	9770601	9770823	13	ensorlt00000001417	bbox1-201	protein_coding	-12947
0.0007805709118168777	3	6392073	6392333	13	ensorlt00000037004	dbx1a-201	protein_coding	30383
0.0007809036257570372	23	21799296	21799498	0				
0.0007886613070173272	24	13167350	13167965	14	ensorlt00000020011	fzd3a-201	protein_coding	-20022
0.0007896057496726024	9	23691612	23692011	7	ensorlt00000019113	tbx1-201	protein_coding	13601
0.0007971135893544898	9	20482853	20483122	7	ensorlt00000036866		protein_coding	-2609
0.0007975748019180093	9	1710168	1710374	11	ensorlt00000000366	kremen1-201	protein_coding	23293
0.0008010855886109086	9	5460475	5460883	16	ensorlt00000002293		protein_coding	13213
0.000802227858842462	6	29290706	29291182	22	ensorlt00000043459	bcl2l13-202	protein_coding	-4232
0.0008062042654480014	1	10915627	10916151	10	ensorlt00000040224		protein_coding	46089
0.0008091406922206493	11	3240899	3241187	8	ensorlt00000035888	ring1-201	protein_coding	-1811
0.0008095240282552975	16	5436609	5437015	21	ensorlt00000044123		protein_coding	464
0.0008151945568262068	10	16437461	16437800	11	ensorlt00000039027	rgs14a-202	protein_coding	-4864
0.0008155190530941322	3	4358717	4358929	11	ensorlt00000037048		protein_coding	-11699
0.0008163685143543285	1	11947687	11948071	12	ensorlt00000046790	si:dkey-92j12.6-201	protein_coding	-3787
0.0008165601916300379	3	16475044	16475339	21	ensorlt00000005943	grk1-201	protein_coding	-4180
0.0008179394515865191	24	19024748	19025136	6	ensorlt00000039465		protein_coding	33679
0.0008209978550207044	4	16926086	16926362	13	ensorlt00000013359	ap1m3-202	protein_coding	-2440
0.0008211275095425512	16	30251048	30251376	1	ensorlt00000044085		protein_coding	86775
0.0008246760923636974	18	9249419	9249912	8	ensorlt00000026987	adgrl3-201	protein_coding	-4586
0.0008265371419108844	9	7161132	7161508	6	ensorlt00000028521		protein_coding	7639
0.0008291295916909299	14	8823198	8823655	28	ensorlt00000027568		protein_coding	0
0.0008298295689531765	4	13688494	13688724	10	ensorlt00000010466	si:dkey-197i20.6-202	protein_coding	-12170
0.0008302977543004929	13	27724064	27724284	12	ensorlt00000038965	rap1gap2a-206	protein_coding	4432
0.000833071647125638	11	25235153	25235495	11	ensorlt00000038975		protein_coding	6162
0.0008335289253514443	2	3575170	3575570	9	ensorlt00000000142		protein_coding	-13363
0.0008474056803813848	19	124217	124527	24	ensorlt00000025693	tob1b-201	protein_coding	3628
0.0008500555058822254	14	2562968	2563346	9	ensorlt00000000713	usp25-204	protein_coding	9214
0.0008515138875229535	11	24513967	24514240	5	ensorlt00000042488		protein_coding	638
0.0008515138875229535	13	22986464	22986885	26	ensorlt00000038225	dnaaf1-201	protein_coding	-468
0.0008546381586267808	18	15478892	15479167	1	ensorlt00000045891		protein_coding	-23443
0.000857458510616779	14	16270233	16270599	18	ensorlt00000011170	arhgap35b-202	protein_coding	-29270
0.0008597606221146616	8	20121843	20122293	15	ensorlt00000041032		protein_coding	-18335
0.0008617027215136151	16	366193	366582	6	ensorlt00000041957		protein_coding	5696
0.0008618738150686441	19	12391216	12391604	19	ensorlt00000012728		protein_coding	-30546
0.0008639438173337663	2	22086582	22086970	21	ensorlt00000006626		protein_coding	0
0.0008642921444440481	1	36194795	36195258	17	ensorlt00000018941	hmox2a-202	protein_coding	3252
0.0008672425987555048	8	12443512	12443846	24	ensorlt00000037420	rai1-203	protein_coding	-16367
0.0008681837228759388	4	4736954	4737379	0				
0.0008743337237225411	11	19119501	19119717	27	ensorlt00000011012	si:dkey-222b8.4-201	protein_coding	4796
0.0008807892645857646	11	7395359	7396214	4	ensorlt00000032954	znf516-201	protein_coding	-15833
0.0008807892645857646	17	13233673	13233973	14	ensorlt00000010078	paxip1-201	protein_coding	-1450
0.000880886879168516	6	8345107	8345534	16	ensorlt00000035007	isg20-202	protein_coding	0
0.0008811353349533863	5	10759300	10759664	10	ensorlt00000041162		protein_coding	-16471
0.0008820343113945881	7	29875070	29875567	7	ensorlt00000040985	commd7-201	protein_coding	20000
0.0008835416701138939	24	2147598	2147953	14	ensorlt00000027250	pak7-201	protein_coding	-22070
0.0008866511787263074	17	11430398	11430798	12	ensorlt00000008836		protein_coding	-34122
0.0008928966846263351	11	22041186	22041518	22	ensorlt00000014546		protein_coding	-11012
0.0008971656551626484	4	28942542	28942914	13	ensorlt00000043071	shroom2-205	protein_coding	-642
0.0009031672127906051	2	21811816	21812064	14	ensorlt00000006261	adamts5-202	protein_coding	-1649
0.000903720982869132	7	10865689	10866101	16	ensorlt00000007793	rbm15-201	protein_coding	-4399
0.0009077688834144268	5	1389216	1389476	8	ensorlt00000024190	slc4a8-201	protein_coding	-5929
0.0009083397308388818	15	11933698	11934112	13	ensorlt00000041507	mdhb-203	protein_coding	-17779
0.000910608598725118	17	15660525	15660814	18	ensorlt00000012305	c8a-201	protein_coding	2222
0.0009135526791889587	19	3099660	3100506	27	ensorlt00000046900	grid2ipb-204	protein_coding	355
0.0009194798361687236	19	1794398	1794945	17	ensorlt00000032311		protein_coding	6837
0.0009228645632917963	6	13878552	13878980	15	ensorlt00000005345		protein_coding	6981
0.0009228645632917963	4	4509496	4509719	5	ensorlt00000002793	hs2st1b-201	protein_coding	22494
